Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
TCL,TRANSURBAN GROUP STAPLED UNITS,Industrials,Equity,"42,537,138.66",0.04,"42,537,138.66","4,722,502.00",9.01,Australia,Asx - All Markets,AUD
FITB,FIFTH THIRD BANCORP,Financials,Equity,"42,463,497.18",0.04,"42,463,497.18","1,027,177.00",41.34,United States,NASDAQ,USD
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,"42,356,166.58",0.04,"42,356,166.58","305,578.00",138.61,United States,New York Stock Exchange Inc.,USD
FER,FERROVIAL,Industrials,Equity,"42,236,867.31",0.04,"42,236,867.31","816,595.00",51.72,Spain,Bolsa De Madrid,EUR
ALL,ARISTOCRAT LEISURE LTD,Consumer Discretionary,Equity,"42,156,907.44",0.04,"42,156,907.44","945,143.00",44.60,Australia,Asx - All Markets,AUD
JBL,JABIL INC,Information Technology,Equity,"42,128,884.35",0.04,"42,128,884.35","191,835.00",219.61,United States,New York Stock Exchange Inc.,USD
IRM,IRON MOUNTAIN INC,Real Estate,Equity,"42,112,038.15",0.04,"42,112,038.15","440,733.00",95.55,United States,New York Stock Exchange Inc.,USD
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"42,071,067.90",0.04,"42,071,067.90","285,906.00",147.15,United States,NASDAQ,USD
ORA,ORANGE SA,Communication,Equity,"41,952,353.83",0.04,"41,952,353.83","2,633,186.00",15.93,France,Nyse Euronext - Euronext Paris,EUR
8630,SOMPO HOLDINGS INC,Financials,Equity,"41,888,209.91",0.04,"41,888,209.91","1,378,310.00",30.39,Japan,Tokyo Stock Exchange,JPY
GIS,GENERAL MILLS INC,Consumer Staples,Equity,"41,720,240.25",0.04,"41,720,240.25","848,835.00",49.15,United States,New York Stock Exchange Inc.,USD
LEN,LENNAR A CORP CLASS A,Consumer Discretionary,Equity,"41,545,232.20",0.04,"41,545,232.20","345,922.00",120.10,United States,New York Stock Exchange Inc.,USD
SYF,SYNCHRONY FINANCIAL,Financials,Equity,"41,486,152.56",0.04,"41,486,152.56","592,744.00",69.99,United States,New York Stock Exchange Inc.,USD
WSP,WSP GLOBAL INC,Industrials,Equity,"41,442,243.02",0.04,"41,442,243.02","200,218.00",206.99,Canada,Toronto Stock Exchange,CAD
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Financials,Equity,"41,355,690.04",0.04,"41,355,690.04","649,124.00",63.71,United States,NASDAQ,USD
7751,CANON INC,Information Technology,Equity,"41,303,956.21",0.04,"41,303,956.21","1,419,264.00",29.10,Japan,Tokyo Stock Exchange,JPY
AHT,ASHTEAD GROUP PLC,Industrials,Equity,"41,214,792.27",0.04,"41,214,792.27","621,504.00",66.31,United Kingdom,London Stock Exchange,GBP
SEB A,SKANDINAVISKA ENSKILDA BANKEN,Financials,Equity,"41,138,906.72",0.04,"41,138,906.72","2,321,096.00",17.72,Sweden,Nasdaq Omx Nordic,SEK
AWK,AMERICAN WATER WORKS INC,Utilities,Equity,"41,041,933.50",0.04,"41,041,933.50","290,049.00",141.50,United States,New York Stock Exchange Inc.,USD
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,"40,893,711.81",0.04,"40,893,711.81","2,058,063.00",19.87,United States,New York Stock Exchange Inc.,USD
L,LOBLAW COMPANIES LTD,Consumer Staples,Equity,"40,789,697.13",0.04,"40,789,697.13","247,854.00",164.57,Canada,Toronto Stock Exchange,CAD
6954,FANUC CORP,Industrials,Equity,"40,691,381.46",0.04,"40,691,381.46","1,354,955.00",30.03,Japan,Tokyo Stock Exchange,JPY
PTC,PTC INC,Information Technology,Equity,"40,586,933.19",0.04,"40,586,933.19","188,961.00",214.79,United States,NASDAQ,USD
6902,DENSO CORP,Consumer Discretionary,Equity,"40,543,054.93",0.04,"40,543,054.93","2,867,772.00",14.14,Japan,Tokyo Stock Exchange,JPY
NVR,NVR INC,Consumer Discretionary,Equity,"40,285,706.45",0.03,"40,285,706.45","5,095.00","7,906.91",United States,New York Stock Exchange Inc.,USD
FTS,FORTIS INC,Utilities,Equity,"39,928,935.89",0.03,"39,928,935.89","792,799.00",50.36,Canada,Toronto Stock Exchange,CAD
BZFUT,CASH COLLATERAL USD BZFUT,Cash and/or Derivatives,Cash Collateral and Margins,"39,777,900.00",0.03,"39,777,900.00","39,777,900.00",100.00,United States,--,USD
8801,MITSUI FUDOSAN LTD,Real Estate,Equity,"39,661,675.74",0.03,"39,661,675.74","4,147,458.00",9.56,Japan,Tokyo Stock Exchange,JPY
AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,Equity,"39,527,902.22",0.03,"39,527,902.22","212,162.00",186.31,United States,New York Stock Exchange Inc.,USD
AV.,AVIVA PLC,Financials,Equity,"39,455,768.03",0.03,"39,455,768.03","4,595,887.00",8.59,United Kingdom,London Stock Exchange,GBP
VLTO,VERALTO CORP,Industrials,Equity,"39,379,887.36",0.03,"39,379,887.36","369,556.00",106.56,United States,New York Stock Exchange Inc.,USD
DOV,DOVER CORP,Industrials,Equity,"39,318,013.80",0.03,"39,318,013.80","221,910.00",177.18,United States,New York Stock Exchange Inc.,USD
HSY,HERSHEY FOODS,Consumer Staples,Equity,"39,229,612.20",0.03,"39,229,612.20","207,630.00",188.94,United States,New York Stock Exchange Inc.,USD
SAMPO,SAMPO CLASS A,Financials,Equity,"39,217,016.32",0.03,"39,217,016.32","3,544,549.00",11.06,Finland,Nasdaq Omx Helsinki Ltd.,EUR
MKL,MARKEL GROUP INC,Financials,Equity,"39,112,790.08",0.03,"39,112,790.08","20,176.00","1,938.58",United States,New York Stock Exchange Inc.,USD
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,"38,978,041.16",0.03,"38,978,041.16","64,037.00",608.68,United States,New York Stock Exchange Inc.,USD
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,"38,980,420.98",0.03,"38,980,420.98","322,099.00",121.02,United States,New York Stock Exchange Inc.,USD
FANG,DIAMONDBACK ENERGY INC,Energy,Equity,"38,837,122.56",0.03,"38,837,122.56","266,592.00",145.68,United States,NASDAQ,USD
RYA,RYANAIR HOLDINGS PLC,Industrials,Equity,"38,791,816.60",0.03,"38,791,816.60","1,282,092.00",30.26,Ireland,Irish Stock Exchange - All Market,EUR
RIO,RIO TINTO LTD,Materials,Equity,"38,736,340.32",0.03,"38,736,340.32","535,885.00",72.28,Australia,Asx - All Markets,AUD
SAND,SANDVIK,Industrials,Equity,"38,713,140.33",0.03,"38,713,140.33","1,591,064.00",24.33,Sweden,Nasdaq Omx Nordic,SEK
AMRZ,AMRIZE AG,Materials,Equity,"38,275,375.21",0.03,"38,275,375.21","762,532.00",50.20,Switzerland,SIX Swiss Exchange,CHF
RWE,RWE AG,Utilities,Equity,"38,276,672.06",0.03,"38,276,672.06","906,937.00",42.20,Germany,Xetra,EUR
DTG,DAIMLER TRUCK HOLDING E AG,Industrials,Equity,"38,193,627.90",0.03,"38,193,627.90","832,216.00",45.89,Germany,Xetra,EUR
FE,FIRSTENERGY CORP,Utilities,Equity,"38,117,296.64",0.03,"38,117,296.64","875,857.00",43.52,United States,New York Stock Exchange Inc.,USD
BAM,BROOKFIELD ASSET MANAGEMENT VOTING,Financials,Equity,"37,980,200.05",0.03,"37,980,200.05","617,279.00",61.53,Canada,Toronto Stock Exchange,CAD
PPL,PPL CORP,Utilities,Equity,"37,916,137.56",0.03,"37,916,137.56","1,059,702.00",35.78,United States,New York Stock Exchange Inc.,USD
GEBN,GEBERIT AG,Industrials,Equity,"37,919,213.38",0.03,"37,919,213.38","48,665.00",779.19,Switzerland,SIX Swiss Exchange,CHF
CBOE,CBOE GLOBAL MARKETS INC,Financials,Equity,"37,863,350.10",0.03,"37,863,350.10","152,190.00",248.79,United States,Cboe BZX,USD
8591,ORIX CORP,Financials,Equity,"37,730,597.44",0.03,"37,730,597.44","1,614,390.00",23.37,Japan,Tokyo Stock Exchange,JPY
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,Equity,"37,580,580.18",0.03,"37,580,580.18","141,291.00",265.98,United States,NASDAQ,USD
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,"37,562,262.72",0.03,"37,562,262.72","495,283.00",75.84,United States,NASDAQ,USD
DANSKE,DANSKE BANK,Financials,Equity,"37,537,398.19",0.03,"37,537,398.19","940,556.00",39.91,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
MTX,MTU AERO ENGINES HOLDING AG,Industrials,Equity,"37,541,613.98",0.03,"37,541,613.98","86,372.00",434.65,Germany,Xetra,EUR
Z74,SINGAPORE TELECOMMUNICATIONS LTD,Communication,Equity,"37,085,386.94",0.03,"37,085,386.94","11,944,276.00",3.10,Singapore,Singapore Exchange,SGD
KBC,KBC GROEP,Financials,Equity,"37,033,070.15",0.03,"37,033,070.15","346,450.00",106.89,Belgium,Nyse Euronext - Euronext Brussels,EUR
6146,DISCO CORP,Information Technology,Equity,"37,022,720.34",0.03,"37,022,720.34","130,500.00",283.70,Japan,Tokyo Stock Exchange,JPY
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,Equity,"36,967,708.32",0.03,"36,967,708.32","203,298.00",181.84,United States,NASDAQ,USD
KHC,KRAFT HEINZ,Consumer Staples,Equity,"36,927,284.16",0.03,"36,927,284.16","1,365,654.00",27.04,United States,NASDAQ,USD
6981,MURATA MANUFACTURING LTD,Information Technology,Equity,"36,872,285.94",0.03,"36,872,285.94","2,363,754.00",15.60,Japan,Tokyo Stock Exchange,JPY
PPG,PPG INDUSTRIES INC,Materials,Equity,"36,854,354.34",0.03,"36,854,354.34","347,617.00",106.02,United States,New York Stock Exchange Inc.,USD
MTD,METTLER TOLEDO INC,Health Care,Equity,"36,841,770.98",0.03,"36,841,770.98","29,617.00","1,243.94",United States,New York Stock Exchange Inc.,USD
ULTA,ULTA BEAUTY INC,Consumer Discretionary,Equity,"36,792,950.23",0.03,"36,792,950.23","72,119.00",510.17,United States,NASDAQ,USD
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,Equity,"36,726,861.84",0.03,"36,726,861.84","180,228.00",203.78,United States,New York Stock Exchange Inc.,USD
DG,DOLLAR GENERAL CORP,Consumer Staples,Equity,"36,628,476.58",0.03,"36,628,476.58","330,403.00",110.86,United States,New York Stock Exchange Inc.,USD
HPQ,HP INC,Information Technology,Equity,"36,494,944.20",0.03,"36,494,944.20","1,456,884.00",25.05,United States,New York Stock Exchange Inc.,USD
HUBS,HUBSPOT INC,Information Technology,Equity,"36,463,642.24",0.03,"36,463,642.24","74,089.00",492.16,United States,New York Stock Exchange Inc.,USD
VOD,VODAFONE GROUP PLC,Communication,Equity,"36,428,204.56",0.03,"36,428,204.56","32,882,999.00",1.11,United Kingdom,London Stock Exchange,GBP
ES,EVERSOURCE ENERGY,Utilities,Equity,"36,387,236.88",0.03,"36,387,236.88","552,326.00",65.88,United States,New York Stock Exchange Inc.,USD
NTRS,NORTHERN TRUST CORP,Financials,Equity,"36,210,436.64",0.03,"36,210,436.64","287,567.00",125.92,United States,NASDAQ,USD
DLTR,DOLLAR TREE INC,Consumer Staples,Equity,"36,145,022.26",0.03,"36,145,022.26","312,511.00",115.66,United States,NASDAQ,USD
LH,LABCORP HOLDINGS INC,Health Care,Equity,"36,124,952.36",0.03,"36,124,952.36","137,107.00",263.48,United States,New York Stock Exchange Inc.,USD
WOW,WOOLWORTHS GROUP LTD,Consumer Staples,Equity,"36,099,396.06",0.03,"36,099,396.06","1,757,975.00",20.53,Australia,Asx - All Markets,AUD
HEXA B,HEXAGON CLASS B,Information Technology,Equity,"35,973,160.63",0.03,"35,973,160.63","3,261,887.00",11.03,Sweden,Nasdaq Omx Nordic,SEK
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,"35,900,095.78",0.03,"35,900,095.78","207,587.00",172.94,United States,New York Stock Exchange Inc.,USD
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,"35,849,021.76",0.03,"35,849,021.76","175,524.00",204.24,United States,New York Stock Exchange Inc.,USD
VNA,VONOVIA SE,Real Estate,Equity,"35,832,703.99",0.03,"35,832,703.99","1,132,349.00",31.64,Germany,Xetra,EUR
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Equity,"35,720,334.72",0.03,"35,720,334.72","64,692.00",552.16,United States,New York Stock Exchange Inc.,USD
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"35,697,072.72",0.03,"35,697,072.72","237,316.00",150.42,United States,New York Stock Exchange Inc.,USD
RF,REGIONS FINANCIAL CORP,Financials,Equity,"35,655,761.30",0.03,"35,655,761.30","1,416,035.00",25.18,United States,New York Stock Exchange Inc.,USD
6752,PANASONIC HOLDINGS CORP,Consumer Discretionary,Equity,"35,640,452.38",0.03,"35,640,452.38","3,542,303.00",10.06,Japan,Tokyo Stock Exchange,JPY
K,KELLANOVA,Consumer Staples,Equity,"35,556,520.26",0.03,"35,556,520.26","445,738.00",79.77,United States,New York Stock Exchange Inc.,USD
ATO,ATMOS ENERGY CORP,Utilities,Equity,"35,435,031.42",0.03,"35,435,031.42","226,234.00",156.63,United States,New York Stock Exchange Inc.,USD
CNP,CENTERPOINT ENERGY INC,Utilities,Equity,"35,409,365.45",0.03,"35,409,365.45","909,565.00",38.93,United States,New York Stock Exchange Inc.,USD
2802,AJINOMOTO INC,Consumer Staples,Equity,"35,327,497.71",0.03,"35,327,497.71","1,332,190.00",26.52,Japan,Tokyo Stock Exchange,JPY
K,KINROSS GOLD CORP,Materials,Equity,"35,184,040.32",0.03,"35,184,040.32","1,937,793.00",18.16,Canada,Toronto Stock Exchange,CAD
SWED A,SWEDBANK,Financials,Equity,"34,861,922.37",0.03,"34,861,922.37","1,290,218.00",27.02,Sweden,Nasdaq Omx Nordic,SEK
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,Equity,"34,841,399.32",0.03,"34,841,399.32","158,977.00",219.16,United States,NASDAQ,USD
DSY,DASSAULT SYSTEMES,Information Technology,Equity,"34,819,704.10",0.03,"34,819,704.10","1,084,873.00",32.10,France,Nyse Euronext - Euronext Paris,EUR
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,"34,823,763.00",0.03,"34,823,763.00","2,149,615.00",16.20,United States,NASDAQ,USD
SDZ,SANDOZ GROUP AG,Health Care,Equity,"34,621,957.82",0.03,"34,621,957.82","611,165.00",56.65,Switzerland,SIX Swiss Exchange,CHF
PINS,PINTEREST INC CLASS A,Communication,Equity,"34,583,837.76",0.03,"34,583,837.76","889,502.00",38.88,United States,New York Stock Exchange Inc.,USD
VIE,VEOLIA ENVIRON. SA,Utilities,Equity,"34,464,164.53",0.03,"34,464,164.53","1,008,728.00",34.17,France,Nyse Euronext - Euronext Paris,EUR
IP,INTERNATIONAL PAPER,Materials,Equity,"34,445,322.75",0.03,"34,445,322.75","747,025.00",46.11,United States,New York Stock Exchange Inc.,USD
CPAY,CORPAY INC,Financials,Equity,"34,445,506.76",0.03,"34,445,506.76","108,122.00",318.58,United States,New York Stock Exchange Inc.,USD
CCEP,COCA COLA EUROPACIFIC PARTNERS PLC,Consumer Staples,Equity,"34,426,709.62",0.03,"34,426,709.62","350,114.00",98.33,Netherlands,NASDAQ,USD
CMS,CMS ENERGY CORP,Utilities,Equity,"34,398,448.56",0.03,"34,398,448.56","463,841.00",74.16,United States,New York Stock Exchange Inc.,USD
VRSN,VERISIGN INC,Information Technology,Equity,"34,174,111.38",0.03,"34,174,111.38","127,406.00",268.23,United States,NASDAQ,USD
CHD,CHURCH AND DWIGHT INC,Consumer Staples,Equity,"34,180,416.48",0.03,"34,180,416.48","375,032.00",91.14,United States,New York Stock Exchange Inc.,USD
CLS,CELESTICA INC,Information Technology,Equity,"34,142,398.93",0.03,"34,142,398.93","173,788.00",196.46,Canada,Toronto Stock Exchange,CAD
4901,FUJIFILM HOLDINGS CORP,Information Technology,Equity,"34,130,347.65",0.03,"34,130,347.65","1,611,383.00",21.18,Japan,Tokyo Stock Exchange,JPY
5108,BRIDGESTONE CORP,Consumer Discretionary,Equity,"34,113,731.93",0.03,"34,113,731.93","810,751.00",42.08,Japan,Tokyo Stock Exchange,JPY
ML,MICHELIN,Consumer Discretionary,Equity,"34,084,405.77",0.03,"34,084,405.77","953,705.00",35.74,France,Nyse Euronext - Euronext Paris,EUR
QBE,QBE INSURANCE GROUP LTD,Financials,Equity,"33,852,443.98",0.03,"33,852,443.98","2,279,852.00",14.85,Australia,Asx - All Markets,AUD
CAP,CAPGEMINI,Information Technology,Equity,"33,823,824.72",0.03,"33,823,824.72","235,271.00",143.77,France,Nyse Euronext - Euronext Paris,EUR
SW,SMURFIT WESTROCK PLC,Materials,Equity,"33,810,677.39",0.03,"33,810,677.39","765,467.00",44.17,United States,New York Stock Exchange Inc.,USD
4543,TERUMO CORP,Health Care,Equity,"33,681,825.09",0.03,"33,681,825.09","1,948,300.00",17.29,Japan,Tokyo Stock Exchange,JPY
6762,TDK CORP,Information Technology,Equity,"33,663,735.63",0.03,"33,663,735.63","2,737,000.00",12.30,Japan,Tokyo Stock Exchange,JPY
EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,"33,624,420.70",0.03,"33,624,420.70","530,270.00",63.41,United States,New York Stock Exchange Inc.,USD
LUMI,BANK LEUMI LE ISRAEL,Financials,Equity,"33,600,183.57",0.03,"33,600,183.57","1,917,784.00",17.52,Israel,Tel Aviv Stock Exchange,ILS
TRMB,TRIMBLE INC,Information Technology,Equity,"33,503,672.10",0.03,"33,503,672.10","405,123.00",82.70,United States,NASDAQ,USD
4661,ORIENTAL LAND LTD,Consumer Discretionary,Equity,"33,414,049.98",0.03,"33,414,049.98","1,558,600.00",21.44,Japan,Tokyo Stock Exchange,JPY
LDO,LEONARDO FINMECCANICA SPA,Industrials,Equity,"33,403,508.18",0.03,"33,403,508.18","599,435.00",55.73,Italy,Borsa Italiana,EUR
GDDY,GODADDY INC CLASS A,Information Technology,Equity,"33,385,907.71",0.03,"33,385,907.71","217,597.00",153.43,United States,New York Stock Exchange Inc.,USD
CINF,CINCINNATI FINANCIAL CORP,Financials,Equity,"33,277,522.88",0.03,"33,277,522.88","221,216.00",150.43,United States,NASDAQ,USD
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,"33,164,240.84",0.03,"33,164,240.84","170,012.00",195.07,United States,NASDAQ,USD
KNEBV,KONE,Industrials,Equity,"33,149,347.76",0.03,"33,149,347.76","535,520.00",61.90,Finland,Nasdaq Omx Helsinki Ltd.,EUR
PRY,PRYSMIAN,Industrials,Equity,"33,117,791.78",0.03,"33,117,791.78","408,470.00",81.08,Italy,Borsa Italiana,EUR
NOKIA,NOKIA,Information Technology,Equity,"33,105,097.89",0.03,"33,105,097.89","8,133,780.00",4.07,Finland,Nasdaq Omx Helsinki Ltd.,EUR
8802,MITSUBISHI ESTATE CO LTD,Real Estate,Equity,"33,091,115.31",0.03,"33,091,115.31","1,690,031.00",19.58,Japan,Tokyo Stock Exchange,JPY
NSIS B,NOVOZYMES B,Materials,Equity,"33,096,006.32",0.03,"33,096,006.32","500,204.00",66.17,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
GIB.A,CGI INC CLASS A,Information Technology,Equity,"32,984,268.12",0.03,"32,984,268.12","338,473.00",97.45,Canada,Toronto Stock Exchange,CAD
HUBB,HUBBELL INC,Industrials,Equity,"32,951,973.50",0.03,"32,951,973.50","77,050.00",427.67,United States,New York Stock Exchange Inc.,USD
AENA,AENA SME SA,Industrials,Equity,"32,818,590.46",0.03,"32,818,590.46","1,172,523.00",27.99,Spain,Bolsa De Madrid,EUR
EQNR,EQUINOR,Energy,Equity,"32,666,876.93",0.03,"32,666,876.93","1,298,521.00",25.16,Norway,Oslo Bors Asa,NOK
POW,POWER CORPORATION OF CANADA,Financials,Equity,"32,655,398.21",0.03,"32,655,398.21","801,016.00",40.77,Canada,Toronto Stock Exchange,CAD
CVE,CENOVUS ENERGY INC,Energy,Equity,"32,495,830.95",0.03,"32,495,830.95","2,154,744.00",15.08,Canada,Toronto Stock Exchange,CAD
ATCO B,ATLAS COPCO CLASS B,Industrials,Equity,"32,484,866.20",0.03,"32,484,866.20","2,418,372.00",13.43,Sweden,Nasdaq Omx Nordic,SEK
TEF,TELEFONICA SA,Communication,Equity,"32,485,544.04",0.03,"32,485,544.04","6,137,916.00",5.29,Spain,Bolsa De Madrid,EUR
STE,STERIS,Health Care,Equity,"32,473,238.98",0.03,"32,473,238.98","145,054.00",223.87,United States,New York Stock Exchange Inc.,USD
HEIA,HEINEKEN NV,Consumer Staples,Equity,"32,407,842.06",0.03,"32,407,842.06","414,987.00",78.09,Netherlands,Euronext Amsterdam,EUR
BRO,BROWN & BROWN INC,Financials,Equity,"32,332,925.70",0.03,"32,332,925.70","352,710.00",91.67,United States,New York Stock Exchange Inc.,USD
8267,AEON LTD,Consumer Staples,Equity,"32,315,089.69",0.03,"32,315,089.69","917,700.00",35.21,Japan,Tokyo Stock Exchange,JPY
DNB,DNB BANK,Financials,Equity,"32,284,396.55",0.03,"32,284,396.55","1,262,792.00",25.57,Norway,Oslo Bors Asa,NOK
PUB,PUBLICIS GROUPE SA,Communication,Equity,"32,228,428.98",0.03,"32,228,428.98","353,704.00",91.12,France,Nyse Euronext - Euronext Paris,EUR
AMCR,AMCOR PLC,Materials,Equity,"32,091,831.52",0.03,"32,091,831.52","3,421,304.00",9.38,United States,New York Stock Exchange Inc.,USD
CDW,CDW CORP,Information Technology,Equity,"32,076,388.80",0.03,"32,076,388.80","194,120.00",165.24,United States,NASDAQ,USD
TOST,TOAST INC CLASS A,Financials,Equity,"32,039,268.82",0.03,"32,039,268.82","671,542.00",47.71,United States,New York Stock Exchange Inc.,USD
4578,OTSUKA HOLDINGS LTD,Health Care,Equity,"32,002,384.36",0.03,"32,002,384.36","636,186.00",50.30,Japan,Tokyo Stock Exchange,JPY
9020,EAST JAPAN RAILWAY,Industrials,Equity,"31,958,549.86",0.03,"31,958,549.86","1,399,088.00",22.84,Japan,Tokyo Stock Exchange,JPY
PPL,PEMBINA PIPELINE CORP,Energy,Equity,"31,718,838.16",0.03,"31,718,838.16","850,535.00",37.29,Canada,Toronto Stock Exchange,CAD
EIX,EDISON INTERNATIONAL,Utilities,Equity,"31,645,036.00",0.03,"31,645,036.00","572,450.00",55.28,United States,New York Stock Exchange Inc.,USD
7832,BANDAI NAMCO HOLDINGS INC,Consumer Discretionary,Equity,"31,623,448.74",0.03,"31,623,448.74","934,600.00",33.84,Japan,Tokyo Stock Exchange,JPY
5802,SUMITOMO ELECTRIC INDUSTRIES LTD,Consumer Discretionary,Equity,"31,594,765.82",0.03,"31,594,765.82","1,188,997.00",26.57,Japan,Tokyo Stock Exchange,JPY
RI,PERNOD RICARD SA,Consumer Staples,Equity,"31,560,247.37",0.03,"31,560,247.37","300,188.00",105.14,France,Nyse Euronext - Euronext Paris,EUR
4452,KAO CORP,Consumer Staples,Equity,"31,560,576.87",0.03,"31,560,576.87","682,424.00",46.25,Japan,Tokyo Stock Exchange,JPY
AER,AERCAP HOLDINGS NV,Industrials,Equity,"31,482,395.40",0.03,"31,482,395.40","291,234.00",108.10,Netherlands,New York Stock Exchange Inc.,USD
CYBR,CYBER ARK SOFTWARE LTD,Information Technology,Equity,"31,432,319.12",0.03,"31,432,319.12","77,603.00",405.04,Israel,NASDAQ,USD
PHIA,KONINKLIJKE PHILIPS NV,Health Care,Equity,"31,379,446.36",0.03,"31,379,446.36","1,187,862.00",26.42,Netherlands,Euronext Amsterdam,EUR
7182,JAPAN POST BANK LTD,Financials,Equity,"31,292,857.68",0.03,"31,292,857.68","2,717,300.00",11.52,Japan,Tokyo Stock Exchange,JPY
TROW,T ROWE PRICE GROUP INC,Financials,Equity,"31,023,911.20",0.03,"31,023,911.20","293,648.00",105.65,United States,NASDAQ,USD
