Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
BT.A,BT GROUP PLC,Communication,Equity,"30,301,587.69",0.03,"30,301,587.69","10,801,113.00",2.81,United Kingdom,London Stock Exchange,GBP
5803,FUJIKURA LTD,Industrials,Equity,"30,197,989.08",0.03,"30,197,989.08","417,100.00",72.40,Japan,Tokyo Stock Exchange,JPY
DVN,DEVON ENERGY CORP,Energy,Equity,"30,152,402.82",0.03,"30,152,402.82","933,222.00",32.31,United States,New York Stock Exchange Inc.,USD
8604,NOMURA HOLDINGS INC,Financials,Equity,"30,006,630.95",0.03,"30,006,630.95","4,438,531.00",6.76,Japan,Tokyo Stock Exchange,JPY
6273,SMC (JAPAN) CORP,Industrials,Equity,"29,978,218.66",0.03,"29,978,218.66","85,645.00",350.03,Japan,Tokyo Stock Exchange,JPY
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,"29,923,499.48",0.03,"29,923,499.48","329,119.00",90.92,United States,New York Stock Exchange Inc.,USD
QSR,RESTAURANTS BRANDS INTERNATIONAL I,Consumer Discretionary,Equity,"29,915,448.71",0.03,"29,915,448.71","439,003.00",68.14,Canada,Toronto Stock Exchange,CAD
NI,NISOURCE INC,Utilities,Equity,"29,920,433.40",0.03,"29,920,433.40","697,446.00",42.90,United States,New York Stock Exchange Inc.,USD
GPN,GLOBAL PAYMENTS INC,Financials,Equity,"29,876,640.71",0.03,"29,876,640.71","381,031.00",78.41,United States,New York Stock Exchange Inc.,USD
TWLO,TWILIO INC CLASS A,Information Technology,Equity,"29,882,718.45",0.03,"29,882,718.45","239,733.00",124.65,United States,New York Stock Exchange Inc.,USD
16,SUN HUNG KAI PROPERTIES LTD,Real Estate,Equity,"29,848,972.02",0.03,"29,848,972.02","2,523,516.00",11.83,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
ERIC B,ERICSSON B,Information Technology,Equity,"29,833,215.89",0.03,"29,833,215.89","4,013,684.00",7.43,Sweden,Nasdaq Omx Nordic,SEK
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,"29,708,354.39",0.03,"29,708,354.39","171,457.00",173.27,United States,New York Stock Exchange Inc.,USD
9022,CENTRAL JAPAN RAILWAY,Industrials,Equity,"29,616,184.34",0.03,"29,616,184.34","1,196,700.00",24.75,Japan,Tokyo Stock Exchange,JPY
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,"29,554,961.40",0.03,"29,554,961.40","566,187.00",52.20,United States,New York Stock Exchange Inc.,USD
CFG,CITIZENS FINANCIAL GROUP INC,Financials,Equity,"29,561,885.10",0.03,"29,561,885.10","624,987.00",47.30,United States,New York Stock Exchange Inc.,USD
2388,BOC HONG KONG HOLDINGS LTD,Financials,Equity,"29,530,618.31",0.03,"29,530,618.31","6,254,977.00",4.72,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
MDB,MONGODB INC CLASS A,Information Technology,Equity,"29,518,203.00",0.03,"29,518,203.00","129,324.00",228.25,United States,NASDAQ,USD
RBA,RB GLOBAL INC,Industrials,Equity,"29,349,372.70",0.03,"29,349,372.70","267,891.00",109.56,Canada,Toronto Stock Exchange,CAD
5401,NIPPON STEEL CORP,Materials,Equity,"29,317,270.17",0.03,"29,317,270.17","1,510,900.00",19.40,Japan,Tokyo Stock Exchange,JPY
ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,"29,282,942.24",0.03,"29,282,942.24","619,876.00",47.24,United States,NASDAQ,USD
NTAP,NETAPP INC,Information Technology,Equity,"29,210,665.51",0.03,"29,210,665.51","286,351.00",102.01,United States,NASDAQ,USD
LGEN,LEGAL AND GENERAL GROUP PLC,Financials,Equity,"29,179,906.96",0.03,"29,179,906.96","8,396,602.00",3.48,United Kingdom,London Stock Exchange,GBP
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Industrials,Equity,"29,162,707.72",0.03,"29,162,707.72","339,338.00",85.94,United States,NASDAQ,USD
FSLR,FIRST SOLAR INC,Information Technology,Equity,"29,159,558.28",0.03,"29,159,558.28","156,067.00",186.84,United States,NASDAQ,USD
FWONK,LIBERTY MEDIA FORMULA ONE SERIES C,Communication,Equity,"29,138,803.44",0.03,"29,138,803.44","296,367.00",98.32,United States,NASDAQ,USD
ACA,CREDIT AGRICOLE SA,Financials,Equity,"29,096,213.31",0.03,"29,096,213.31","1,564,470.00",18.60,France,Nyse Euronext - Euronext Paris,EUR
4503,ASTELLAS PHARMA INC,Health Care,Equity,"29,066,321.68",0.03,"29,066,321.68","2,711,600.00",10.72,Japan,Tokyo Stock Exchange,JPY
SHL,SIEMENS HEALTHINEERS AG,Health Care,Equity,"29,044,786.68",0.03,"29,044,786.68","548,661.00",52.94,Germany,Xetra,EUR
FFIV,F5 INC,Information Technology,Equity,"29,015,993.16",0.03,"29,015,993.16","91,022.00",318.78,United States,NASDAQ,USD
STLD,STEEL DYNAMICS INC,Materials,Equity,"29,010,773.44",0.03,"29,010,773.44","234,848.00",123.53,United States,NASDAQ,USD
DSFIR,DSM FIRMENICH AG,Materials,Equity,"28,946,460.70",0.03,"28,946,460.70","303,213.00",95.47,Netherlands,Euronext Amsterdam,EUR
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Financials,Equity,"28,952,565.28",0.03,"28,952,565.28","15,544.00","1,862.62",United States,NASDAQ,USD
SAB,BANCO DE SABADELL SA,Financials,Equity,"28,774,005.14",0.02,"28,774,005.14","7,872,815.00",3.65,Spain,Bolsa De Madrid,EUR
CLNX,CELLNEX TELECOM SA,Communication,Equity,"28,716,658.14",0.02,"28,716,658.14","805,075.00",35.67,Spain,Bolsa De Madrid,EUR
669,TECHTRONIC INDUSTRIES LTD,Industrials,Equity,"28,519,261.64",0.02,"28,519,261.64","2,369,000.00",12.04,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
MRU,METRO INC,Consumer Staples,Equity,"28,519,280.69",0.02,"28,519,280.69","367,776.00",77.55,Canada,Toronto Stock Exchange,CAD
INF,INFORMA PLC,Communication,Equity,"28,437,234.13",0.02,"28,437,234.13","2,444,958.00",11.63,United Kingdom,London Stock Exchange,GBP
KPN,KONINKLIJKE KPN NV,Communication,Equity,"28,393,591.61",0.02,"28,393,591.61","6,131,166.00",4.63,Netherlands,Euronext Amsterdam,EUR
POLI,BANK HAPOALIM BM,Financials,Equity,"28,399,001.30",0.02,"28,399,001.30","1,577,180.00",18.01,Israel,Tel Aviv Stock Exchange,ILS
PNR,PENTAIR,Industrials,Equity,"28,340,137.00",0.02,"28,340,137.00","271,900.00",104.23,United States,New York Stock Exchange Inc.,USD
1925,DAIWA HOUSE INDUSTRY LTD,Real Estate,Equity,"28,256,101.05",0.02,"28,256,101.05","827,452.00",34.15,Japan,Tokyo Stock Exchange,JPY
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,Equity,"28,245,543.92",0.02,"28,245,543.92","371,066.00",76.12,United States,NASDAQ,USD
HLMA,HALMA PLC,Information Technology,Equity,"28,089,884.74",0.02,"28,089,884.74","646,784.00",43.43,United Kingdom,London Stock Exchange,GBP
VWS,VESTAS WIND SYSTEMS,Industrials,Equity,"28,004,535.21",0.02,"28,004,535.21","1,531,892.00",18.28,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,Equity,"27,954,848.60",0.02,"27,954,848.60","303,692.00",92.05,United States,New York Stock Exchange Inc.,USD
REP,REPSOL SA,Energy,Equity,"27,900,327.37",0.02,"27,900,327.37","1,845,655.00",15.12,Spain,Bolsa De Madrid,EUR
IMO,IMPERIAL OIL LTD,Energy,Equity,"27,855,662.95",0.02,"27,855,662.95","328,321.00",84.84,Canada,Toronto Stock Exchange,CAD
J,JACOBS SOLUTIONS INC,Industrials,Equity,"27,841,258.51",0.02,"27,841,258.51","191,731.00",145.21,United States,New York Stock Exchange Inc.,USD
7269,SUZUKI MOTOR CORP,Consumer Discretionary,Equity,"27,801,480.20",0.02,"27,801,480.20","2,372,216.00",11.72,Japan,Tokyo Stock Exchange,JPY
TPL,TEXAS PACIFIC LAND CORP,Energy,Equity,"27,783,437.37",0.02,"27,783,437.37","28,977.00",958.81,United States,New York Stock Exchange Inc.,USD
ROL,ROLLINS INC,Industrials,Equity,"27,760,843.64",0.02,"27,760,843.64","477,647.00",58.12,United States,New York Stock Exchange Inc.,USD
PODD,INSULET CORP,Health Care,Equity,"27,726,551.00",0.02,"27,726,551.00","98,671.00",281.00,United States,NASDAQ,USD
NTNX,NUTANIX INC CLASS A,Information Technology,Equity,"27,677,860.10",0.02,"27,677,860.10","377,597.00",73.30,United States,NASDAQ,USD
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,"27,636,678.20",0.02,"27,636,678.20","194,899.00",141.80,United States,New York Stock Exchange Inc.,USD
DKNG,DRAFTKINGS INC CLASS A,Consumer Discretionary,Equity,"27,619,225.20",0.02,"27,619,225.20","614,580.00",44.94,United States,NASDAQ,USD
GPC,GENUINE PARTS,Consumer Discretionary,Equity,"27,605,979.09",0.02,"27,605,979.09","208,237.00",132.57,United States,New York Stock Exchange Inc.,USD
NN,NN GROUP NV,Financials,Equity,"27,560,507.59",0.02,"27,560,507.59","400,890.00",68.75,Netherlands,Euronext Amsterdam,EUR
WY,WEYERHAEUSER REIT,Real Estate,Equity,"27,542,944.80",0.02,"27,542,944.80","1,067,556.00",25.80,United States,New York Stock Exchange Inc.,USD
6178,JAPAN POST HOLDINGS LTD,Financials,Equity,"27,530,207.20",0.02,"27,530,207.20","2,860,600.00",9.62,Japan,Tokyo Stock Exchange,JPY
BIIB,BIOGEN INC,Health Care,Equity,"27,537,731.58",0.02,"27,537,731.58","207,222.00",132.89,United States,NASDAQ,USD
TRU,TRANSUNION,Industrials,Equity,"27,328,745.08",0.02,"27,328,745.08","300,118.00",91.06,United States,New York Stock Exchange Inc.,USD
LNT,ALLIANT ENERGY CORP,Utilities,Equity,"27,270,788.92",0.02,"27,270,788.92","412,756.00",66.07,United States,NASDAQ,USD
1,CK HUTCHISON HOLDINGS LTD,Industrials,Equity,"27,234,074.24",0.02,"27,234,074.24","4,200,040.00",6.48,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
HEIA,HEICO CORP CLASS A,Industrials,Equity,"27,150,863.61",0.02,"27,150,863.61","110,329.00",246.09,United States,New York Stock Exchange Inc.,USD
HOLX,HOLOGIC INC,Health Care,Equity,"27,139,732.86",0.02,"27,139,732.86","400,173.00",67.82,United States,NASDAQ,USD
CTRA,COTERRA ENERGY INC,Energy,Equity,"27,142,506.24",0.02,"27,142,506.24","1,116,057.00",24.32,United States,New York Stock Exchange Inc.,USD
APTV,APTIV PLC,Consumer Discretionary,Equity,"27,076,614.84",0.02,"27,076,614.84","417,978.00",64.78,United States,New York Stock Exchange Inc.,USD
BURL,BURLINGTON STORES INC,Consumer Discretionary,Equity,"27,050,113.50",0.02,"27,050,113.50","96,725.00",279.66,United States,New York Stock Exchange Inc.,USD
HAL,HALLIBURTON,Energy,Equity,"27,024,163.36",0.02,"27,024,163.36","1,246,502.00",21.68,United States,New York Stock Exchange Inc.,USD
IHG,INTERCONTINENTAL HOTELS GROUP PLC,Consumer Discretionary,Equity,"27,010,507.01",0.02,"27,010,507.01","237,161.00",113.89,United Kingdom,London Stock Exchange,GBP
HNR1,HANNOVER RUECK,Financials,Equity,"26,977,675.57",0.02,"26,977,675.57","86,517.00",311.82,Germany,Xetra,EUR
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES,Information Technology,Equity,"26,971,708.70",0.02,"26,971,708.70","142,783.00",188.90,Israel,NASDAQ,USD
IT,GARTNER INC,Information Technology,Equity,"26,888,647.83",0.02,"26,888,647.83","110,231.00",243.93,United States,New York Stock Exchange Inc.,USD
SHB A,SVENSKA HANDELSBANKEN-A SHS,Financials,Equity,"26,880,802.89",0.02,"26,880,802.89","2,159,071.00",12.45,Sweden,Nasdaq Omx Nordic,SEK
INVH,INVITATION HOMES INC,Real Estate,Equity,"26,708,942.38",0.02,"26,708,942.38","876,853.00",30.46,United States,New York Stock Exchange Inc.,USD
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,Equity,"26,687,588.94",0.02,"26,687,588.94","111,729.00",238.86,United States,New York Stock Exchange Inc.,USD
XRO,XERO LTD,Information Technology,Equity,"26,679,570.33",0.02,"26,679,570.33","233,938.00",114.05,Australia,Asx - All Markets,AUD
2502,ASAHI GROUP HOLDINGS LTD,Consumer Staples,Equity,"26,618,762.25",0.02,"26,618,762.25","2,065,686.00",12.89,Japan,Tokyo Stock Exchange,JPY
CSL,CARLISLE COMPANIES INC,Industrials,Equity,"26,619,081.84",0.02,"26,619,081.84","73,684.00",361.26,United States,New York Stock Exchange Inc.,USD
GALD,GALDERMA GROUP N AG,Health Care,Equity,"26,615,264.17",0.02,"26,615,264.17","167,330.00",159.06,Switzerland,SIX Swiss Exchange,CHF
6594,NIDEC CORP,Industrials,Equity,"26,573,173.73",0.02,"26,573,173.73","1,354,800.00",19.61,Japan,Tokyo Stock Exchange,JPY
TER,TERADYNE INC,Information Technology,Equity,"26,511,689.55",0.02,"26,511,689.55","247,935.00",106.93,United States,NASDAQ,USD
FRE,FRESENIUS SE AND CO KGAA,Health Care,Equity,"26,430,629.12",0.02,"26,430,629.12","551,448.00",47.93,Germany,Xetra,EUR
COL,COLES GROUP LTD,Consumer Staples,Equity,"26,412,079.45",0.02,"26,412,079.45","1,944,628.00",13.58,Australia,Asx - All Markets,AUD
KER,KERING SA,Consumer Discretionary,Equity,"26,354,241.80",0.02,"26,354,241.80","107,786.00",244.51,France,Nyse Euronext - Euronext Paris,EUR
NTRA,NATERA INC,Health Care,Equity,"26,324,484.52",0.02,"26,324,484.52","187,871.00",140.12,United States,NASDAQ,USD
FTV,FORTIVE CORP,Industrials,Equity,"26,206,567.20",0.02,"26,206,567.20","541,458.00",48.40,United States,New York Stock Exchange Inc.,USD
8308,RESONA HOLDINGS INC,Financials,Equity,"26,123,409.41",0.02,"26,123,409.41","2,830,100.00",9.23,Japan,Tokyo Stock Exchange,JPY
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Equity,"26,031,955.50",0.02,"26,031,955.50","373,218.00",69.75,United States,New York Stock Exchange Inc.,USD
PKG,PACKAGING CORP OF AMERICA,Materials,Equity,"26,034,641.89",0.02,"26,034,641.89","134,539.00",193.51,United States,New York Stock Exchange Inc.,USD
PSTG,PURE STORAGE INC CLASS A,Information Technology,Equity,"25,884,949.63",0.02,"25,884,949.63","462,479.00",55.97,United States,New York Stock Exchange Inc.,USD
MT,ARCELORMITTAL SA,Materials,Equity,"25,746,668.25",0.02,"25,746,668.25","835,610.00",30.81,France,Euronext Amsterdam,EUR
STLAM,STELLANTIS NV,Consumer Discretionary,Equity,"25,644,571.97",0.02,"25,644,571.97","2,923,573.00",8.77,Italy,Borsa Italiana,EUR
ZM,ZOOM COMMUNICATIONS INC CLASS A,Information Technology,Equity,"25,592,956.50",0.02,"25,592,956.50","356,945.00",71.70,United States,NASDAQ,USD
EVO,EVOLUTION,Consumer Discretionary,Equity,"25,492,066.24",0.02,"25,492,066.24","284,931.00",89.47,Sweden,Nasdaq Omx Nordic,SEK
SAAB B,SAAB CLASS B,Industrials,Equity,"25,446,216.48",0.02,"25,446,216.48","460,477.00",55.26,Sweden,Nasdaq Omx Nordic,SEK
TEVA,TEVA PHARMACEUTICAL INDUSTRIES ADR,Health Care,Equity,"25,404,468.19",0.02,"25,404,468.19","1,617,089.00",15.71,Israel,New York Stock Exchange Inc.,USD
GEN,GEN DIGITAL INC,Information Technology,Equity,"25,394,158.82",0.02,"25,394,158.82","888,529.00",28.58,United States,NASDAQ,USD
KEY,KEYCORP,Financials,Equity,"25,355,562.70",0.02,"25,355,562.70","1,423,670.00",17.81,United States,New York Stock Exchange Inc.,USD
7013,IHI CORP,Industrials,Equity,"25,311,031.23",0.02,"25,311,031.23","215,100.00",117.67,Japan,Tokyo Stock Exchange,JPY
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,Equity,"25,194,108.72",0.02,"25,194,108.72","356,756.00",70.62,United States,New York Stock Exchange Inc.,USD
TSN,TYSON FOODS INC CLASS A,Consumer Staples,Equity,"25,158,526.99",0.02,"25,158,526.99","459,181.00",54.79,United States,New York Stock Exchange Inc.,USD
6201,TOYOTA INDUSTRIES CORP,Industrials,Equity,"25,136,096.14",0.02,"25,136,096.14","227,863.00",110.31,Japan,Tokyo Stock Exchange,JPY
SNA,SNAP ON INC,Industrials,Equity,"25,106,322.71",0.02,"25,106,322.71","77,953.00",322.07,United States,New York Stock Exchange Inc.,USD
L,LOEWS CORP,Financials,Equity,"24,989,005.50",0.02,"24,989,005.50","267,835.00",93.30,United States,New York Stock Exchange Inc.,USD
PNDORA,PANDORA,Consumer Discretionary,Equity,"24,954,374.04",0.02,"24,954,374.04","150,053.00",166.30,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
6971,KYOCERA CORP,Information Technology,Equity,"24,835,232.31",0.02,"24,835,232.31","1,965,556.00",12.64,Japan,Tokyo Stock Exchange,JPY
SCMN,SWISSCOM AG,Communication,Equity,"24,813,007.12",0.02,"24,813,007.12","34,535.00",718.49,Switzerland,SIX Swiss Exchange,CHF
BALL,BALL CORP,Materials,Equity,"24,685,811.70",0.02,"24,685,811.70","454,619.00",54.30,United States,New York Stock Exchange Inc.,USD
TXT,TEXTRON INC,Industrials,Equity,"24,490,682.00",0.02,"24,490,682.00","313,100.00",78.22,United States,New York Stock Exchange Inc.,USD
STMPA,STMICROELECTRONICS NV,Information Technology,Equity,"24,424,805.89",0.02,"24,424,805.89","977,448.00",24.99,France,Nyse Euronext - Euronext Paris,EUR
CF,CF INDUSTRIES HOLDINGS INC,Materials,Equity,"24,410,023.52",0.02,"24,410,023.52","263,266.00",92.72,United States,New York Stock Exchange Inc.,USD
EVRG,EVERGY INC,Utilities,Equity,"24,415,153.84",0.02,"24,415,153.84","334,271.00",73.04,United States,NASDAQ,USD
4307,NOMURA RESEARCH INSTITUTE LTD,Information Technology,Equity,"24,369,006.82",0.02,"24,369,006.82","587,010.00",41.51,Japan,Tokyo Stock Exchange,JPY
RS,RELIANCE STEEL & ALUMINUM,Materials,Equity,"24,279,423.04",0.02,"24,279,423.04","84,368.00",287.78,United States,New York Stock Exchange Inc.,USD
8309,SUMITOMO MITSUI TRUST GROUP INC,Financials,Equity,"24,243,011.82",0.02,"24,243,011.82","906,546.00",26.74,Japan,Tokyo Stock Exchange,JPY
9735,SECOM LTD,Industrials,Equity,"23,997,241.82",0.02,"23,997,241.82","629,586.00",38.12,Japan,Tokyo Stock Exchange,JPY
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity,"23,916,438.88",0.02,"23,916,438.88","205,609.00",116.32,United States,NASDAQ,USD
DECK,DECKERS OUTDOOR CORP,Consumer Discretionary,Equity,"23,900,074.24",0.02,"23,900,074.24","225,664.00",105.91,United States,New York Stock Exchange Inc.,USD
DOW,DOW INC,Materials,Equity,"23,851,999.74",0.02,"23,851,999.74","1,065,773.00",22.38,United States,New York Stock Exchange Inc.,USD
OKTA,OKTA INC CLASS A,Information Technology,Equity,"23,774,629.92",0.02,"23,774,629.92","247,704.00",95.98,United States,NASDAQ,USD
STO,SANTOS LTD,Energy,Equity,"23,783,448.88",0.02,"23,783,448.88","4,694,890.00",5.07,Australia,Asx - All Markets,AUD
823,LINK REAL ESTATE INVESTMENT TRUST,Real Estate,Equity,"23,689,783.23",0.02,"23,689,783.23","4,265,139.00",5.55,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
ORG,ORIGIN ENERGY LTD,Utilities,Equity,"23,674,349.88",0.02,"23,674,349.88","3,058,355.00",7.74,Australia,Asx - All Markets,AUD
SGSN,SGS SA,Industrials,Equity,"23,652,177.27",0.02,"23,652,177.27","230,985.00",102.40,Switzerland,SIX Swiss Exchange,CHF
9531,TOKYO GAS LTD,Utilities,Equity,"23,655,489.94",0.02,"23,655,489.94","650,846.00",36.35,Japan,Tokyo Stock Exchange,JPY
WAT,WATERS CORP,Health Care,Equity,"23,643,017.58",0.02,"23,643,017.58","84,082.00",281.19,United States,New York Stock Exchange Inc.,USD
5020,ENEOS HOLDINGS INC,Energy,Equity,"23,538,739.35",0.02,"23,538,739.35","4,432,528.00",5.31,Japan,Tokyo Stock Exchange,JPY
MRK,MERCK,Health Care,Equity,"23,505,291.72",0.02,"23,505,291.72","188,348.00",124.80,Germany,Xetra,EUR
ILMN,ILLUMINA INC,Health Care,Equity,"23,444,803.20",0.02,"23,444,803.20","239,820.00",97.76,United States,NASDAQ,USD
EQH,EQUITABLE HOLDINGS INC,Financials,Equity,"23,378,958.13",0.02,"23,378,958.13","459,041.00",50.93,United States,New York Stock Exchange Inc.,USD
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,"23,345,975.82",0.02,"23,345,975.82","200,722.00",116.31,United States,New York Stock Exchange Inc.,USD
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,"23,202,157.60",0.02,"23,202,157.60","76,676.00",302.60,United States,NASDAQ,USD
SUN,SUNCORP GROUP LTD,Financials,Equity,"23,170,442.11",0.02,"23,170,442.11","1,732,330.00",13.38,Australia,Asx - All Markets,AUD
MAS,MASCO CORP,Industrials,Equity,"23,157,109.80",0.02,"23,157,109.80","331,005.00",69.96,United States,New York Stock Exchange Inc.,USD
LISN,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,Equity,"23,163,084.55",0.02,"23,163,084.55",159.00,"145,679.78",Switzerland,SIX Swiss Exchange,CHF
CLX,CLOROX,Consumer Staples,Equity,"23,150,448.09",0.02,"23,150,448.09","184,657.00",125.37,United States,New York Stock Exchange Inc.,USD
ACM,AECOM,Industrials,Equity,"23,150,498.00",0.02,"23,150,498.00","194,542.00",119.00,United States,New York Stock Exchange Inc.,USD
RPM,RPM INTERNATIONAL INC,Materials,Equity,"23,139,471.55",0.02,"23,139,471.55","192,845.00",119.99,United States,New York Stock Exchange Inc.,USD
SUI,SUN COMMUNITIES REIT INC,Real Estate,Equity,"23,090,162.48",0.02,"23,090,162.48","182,056.00",126.83,United States,New York Stock Exchange Inc.,USD
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,Industrials,Equity,"22,996,815.90",0.02,"22,996,815.90","206,342.00",111.45,United States,New York Stock Exchange Inc.,USD
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,"22,979,674.40",0.02,"22,979,674.40","89,290.00",257.36,United States,New York Stock Exchange Inc.,USD
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,"22,937,769.00",0.02,"22,937,769.00","51,300.00",447.13,United States,NASDAQ,USD
ESSITY B,ESSITY CLASS B,Consumer Staples,Equity,"22,777,474.63",0.02,"22,777,474.63","906,837.00",25.12,Sweden,Nasdaq Omx Nordic,SEK
BLDR,BUILDERS FIRSTSOURCE INC,Industrials,Equity,"22,766,358.00",0.02,"22,766,358.00","171,240.00",132.95,United States,New York Stock Exchange Inc.,USD
TW,TRADEWEB MARKETS INC CLASS A,Financials,Equity,"22,658,420.96",0.02,"22,658,420.96","161,224.00",140.54,United States,NASDAQ,USD
BAMI,BANCO BPM,Financials,Equity,"22,599,106.90",0.02,"22,599,106.90","1,771,465.00",12.76,Italy,Borsa Italiana,EUR
2,CLP HOLDINGS LTD,Utilities,Equity,"22,590,150.45",0.02,"22,590,150.45","2,646,689.00",8.54,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,Equity,"22,580,570.53",0.02,"22,580,570.53","388,717.00",58.09,United States,New York Stock Exchange Inc.,USD
BAER,JULIUS BAER GRUPPE AG,Financials,Equity,"22,574,114.74",0.02,"22,574,114.74","331,206.00",68.16,Switzerland,SIX Swiss Exchange,CHF
ACS,ACS ACTIVIDADES DE CONSTRUCCION Y,Industrials,Equity,"22,522,246.26",0.02,"22,522,246.26","327,825.00",68.70,Spain,Bolsa De Madrid,EUR
UPM,UPM-KYMMENE,Materials,Equity,"22,483,855.10",0.02,"22,483,855.10","854,113.00",26.32,Finland,Nasdaq Omx Helsinki Ltd.,EUR
8015,TOYOTA TSUSHO CORP,Industrials,Equity,"22,460,167.52",0.02,"22,460,167.52","902,600.00",24.88,Japan,Tokyo Stock Exchange,JPY
ESLT,ELBIT SYSTEMS LTD,Industrials,Equity,"22,351,136.59",0.02,"22,351,136.59","45,595.00",490.21,Israel,Tel Aviv Stock Exchange,ILS
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,"22,300,037.97",0.02,"22,300,037.97","57,547.00",387.51,United States,New York Stock Exchange Inc.,USD
9101,NIPPON YUSEN,Industrials,Equity,"22,287,974.50",0.02,"22,287,974.50","649,200.00",34.33,Japan,Tokyo Stock Exchange,JPY
GMAB,GENMAB,Health Care,Equity,"22,268,156.94",0.02,"22,268,156.94","100,402.00",221.79,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
KRZ,KERRY GROUP PLC,Consumer Staples,Equity,"22,263,325.74",0.02,"22,263,325.74","237,935.00",93.57,Ireland,Irish Stock Exchange - All Market,EUR
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,"22,247,145.91",0.02,"22,247,145.91","301,411.00",73.81,United States,NASDAQ,USD
9766,KONAMI GROUP CORP,Communication,Equity,"22,172,914.51",0.02,"22,172,914.51","141,773.00",156.40,Japan,Tokyo Stock Exchange,JPY
FPH,FISHER AND PAYKEL HEALTHCARE CORPO,Health Care,Equity,"22,143,534.70",0.02,"22,143,534.70","1,017,476.00",21.76,New Zealand,New Zealand Exchange Ltd,NZD
A5G,AIB GROUP PLC,Financials,Equity,"21,997,911.69",0.02,"21,997,911.69","2,890,496.00",7.61,Ireland,Irish Stock Exchange - All Market,EUR
FOXA,FOX CORP CLASS A,Communication,Equity,"21,987,671.53",0.02,"21,987,671.53","400,577.00",54.89,United States,NASDAQ,USD
DT,DYNATRACE INC,Information Technology,Equity,"21,803,897.12",0.02,"21,803,897.12","431,504.00",50.53,United States,New York Stock Exchange Inc.,USD
LOGN,LOGITECH INTERNATIONAL SA,Information Technology,Equity,"21,786,910.85",0.02,"21,786,910.85","228,587.00",95.31,Switzerland,SIX Swiss Exchange,CHF
7532,PAN PACIFIC INTERNATIONAL HOLDINGS,Consumer Discretionary,Equity,"21,761,132.63",0.02,"21,761,132.63","616,440.00",35.30,Japan,Tokyo Stock Exchange,JPY
ALFA,ALFA LAVAL,Industrials,Equity,"21,744,659.28",0.02,"21,744,659.28","500,316.00",43.46,Sweden,Nasdaq Omx Nordic,SEK
EPI A,EPIROC CLASS A,Industrials,Equity,"21,722,214.43",0.02,"21,722,214.43","1,068,765.00",20.32,Sweden,Nasdaq Omx Nordic,SEK
COO,COOPER INC,Health Care,Equity,"21,679,556.52",0.02,"21,679,556.52","311,667.00",69.56,United States,NASDAQ,USD
TECK.B,TECK RESOURCES SUBORDINATE VOTING,Materials,Equity,"21,665,428.92",0.02,"21,665,428.92","665,483.00",32.56,Canada,Toronto Stock Exchange,CAD
OMC,OMNICOM GROUP INC,Communication,Equity,"21,637,053.90",0.02,"21,637,053.90","297,990.00",72.61,United States,New York Stock Exchange Inc.,USD
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,Equity,"21,640,519.67",0.02,"21,640,519.67","168,553.00",128.39,United States,NASDAQ,USD
SGE,THE SAGE GROUP PLC,Information Technology,Equity,"21,549,708.86",0.02,"21,549,708.86","1,369,560.00",15.73,United Kingdom,London Stock Exchange,GBP
